"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Percent.Cover.Flowering","iNat.link","Plant_ID"
"MK-60","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"https://www.inaturalist.org/observations/338221702","Calyptocarpus vialis"
"VV-41","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"VV-41","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"https://www.inaturalist.org/observations/338225926","Lepidium virginicum"
"VV-41","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-41","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"VV-42","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-42","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-43","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-43","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"VV-44","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.005,"","Bidens alba"
"VV-44","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.03,"","Spermacoce verticillata"
"QW-45","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-45","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-45","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-45","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"QW-45","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"QW-46","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"QW-46","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-46","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-46","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"QW-46","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"QW-46","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"QW-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-47","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-47","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"QW-48","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-48","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-31","Alligator Plant Hybrid","Saxifragales","Crassulaceae","Kalanchoe","x houghtonii",0.02,"https://www.inaturalist.org/observations/339318368","Kalanchoe x houghtonii"
"HS-31","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-31","Painted Leaf","Malpighiales","Euphorbiaceae","Euphorbia","cyathophora",1e-04,"","Euphorbia cyathophora"
"HS-31","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-31","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.0025,"","Serenoa repens"
"HS-32","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"MT-31","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MT-31","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-31","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.0025,"","Serenoa repens"
"MT-31","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-31","American Black Nightshade","Solanales","Solanaceae","Solanum","americanum ",1e-04,"https://www.inaturalist.org/observations/339330006","Solanum americanum "
"MT-33","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-33","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HK-33","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",1e-04,"","Serenoa repens"
"QW-49","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"QW-49","Browne's Blechum","Lamiales","Acanthaceae","Ruellia","blechum ",1e-04,"","Ruellia blechum "
"QW-49","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-49","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"","Lepidium virginicum"
"QW-49","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-49","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-49","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"QW-49","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata",1e-04,"","Indigofera spicata"
"QW-50","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"QW-50","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-50","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-50","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-52","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-52","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-52","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"","Lepidium virginicum"
"QW-52","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MT-34","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.02,"","Serenoa repens"
"MT-34","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-34","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",1e-04,"","Emilia fosbergii"
"MT-34","Laurel-leaf Greenbrier","Liliales","Smilacaceae","Smilax","laurifolia",1e-04,"https://www.inaturalist.org/observations/342266246","Smilax laurifolia"
"MT-34","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-35","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",1e-04,"","Serenoa repens"
"MT-35","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-35","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-36","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.005,"","Serenoa repens"
"MT-36","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MT-36","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-34","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-34","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"HS-34","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"","Lepidium virginicum"
"HS-36","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"HS-36","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-36","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-36","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"LK-34","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"LK-36","Lanceleaf Arrowhead","Alismatales","Alismataceae","Sagittaria","lancifolia",1e-04,"","Sagittaria lancifolia"
"LK-36","Carolina Water-Hyssop","Lamiales","Plantaginaceae","Bacopa","caroliniana",1e-04,"","Bacopa caroliniana"
"CB-45","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-45","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-45","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"CB-47","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"CB-47","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"CB-47","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-47","Browne's Blechum","Lamiales","Acanthaceae","Ruellia","blechum ",1e-04,"","Ruellia blechum "
"CB-48","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-48","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-48","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"","Lepidium virginicum"
"VV-45","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-46","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-46","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"MK-62","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-63","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.005,"","Bidens alba"
"MK-63","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",0.05,"","Lepidium virginicum"
"MK-63","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.02,"","Spermacoce verticillata"
"MK-63","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-63","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"MK-63","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",1e-04,"","Emilia fosbergii"
"MK-63","West Indian Sage","Lamiales","Lamiaceae","Salvia","occidentalis",1e-04,"https://www.inaturalist.org/observations/344897601","Salvia occidentalis"
"MK-64","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.01,"","Spermacoce verticillata"
"MK-64","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"HK-34","Eastern Poison Ivy","Sapindales","Anacardiaceae","Toxicodendron","radicans",1e-04,"","Toxicodendron radicans"
"HK-34","Shiny-leaved Wild Coffee","Gentianales","Rubiaceae","Psychotria","nervosa",1e-04,"","Psychotria nervosa"
"MK-66","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-66","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"MK-66","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"MK-66","Water Pennyworts","Apiales","Araliaceae","Hydrocotyle","",1e-04,"https://www.inaturalist.org/observations/348702538","Genus Hydrocotyle"
"MK-66","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"","Calyptocarpus vialis"
"MK-67","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-67","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-67","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"","Calyptocarpus vialis"
"MK-67","Hyssop Spurge","Malpighiales","Euphorbiaceae","Euphorbia","hyssopifolia",1e-04,"https://www.inaturalist.org/observations/348710653","Euphorbia hyssopifolia"
"MK-67","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"","Lepidium virginicum"
"MK-68","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.005,"","Spermacoce verticillata"
"MK-68","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-68","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-68","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"","Calyptocarpus vialis"
"MK-69","Shiny-leaved Wild Coffee","Gentianales","Rubiaceae","Psychotria","nervosa",1e-04,"","Psychotria nervosa"
"MK-69","Rattail","Lamiales","Verbenaceae","Stachytarpheta","cayennensis",0.0025,"https://www.inaturalist.org/observations/348720122","Stachytarpheta cayennensis"
"MK-69","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-69","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-70","Inchplant","Commelinales","Commelinaceae","Tradescantia","zebrina",0.0025,"","Tradescantia zebrina"
"CB-49","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"CB-49","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0075,"","Spermacoce verticillata"
"CB-49","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-49","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"CB-49","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"CB-50","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.01,"","Bidens alba"
"CB-50","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-50","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-50","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"CB-50","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"CB-51","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-51","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"CB-51","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"CB-52","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.005,"","Spermacoce verticillata"
"CB-52","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"CB-52","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-49","Oakleaf Fleabane","Asterales","Asteraceae","Erigeron","quercifolius",0.05,"","Erigeron quercifolius"
"VV-49","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"VV-49","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-49","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-49","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-50","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"VV-50","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.01,"","Diacrodon compressus"
"VV-50","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-50","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"VV-51","Herb-of-Grace","Lamiales","Plantaginaceae","Bacopa","monnieri",1e-04,"","Bacopa monnieri"
"VV-51","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-51","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"VV-51","Water Pennyworts","Apiales","Araliaceae","Hydrocotyle","",0.05,"https://www.inaturalist.org/observations/348806133","Genus Hydrocotyle"
"VV-51","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-52","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.005,"","Spermacoce verticillata"
"VV-52","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-52","Blue Porterweed","Lamiales","Verbenaceae","Stachytarpheta","jamaicensis",1e-04,"https://www.inaturalist.org/observations/348815622","Stachytarpheta jamaicensis"
"MT-37","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.0075,"","Serenoa repens"
"MT-38","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-38","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-38","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.005,"","Serenoa repens"
"MT-38","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"MT-39","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.03,"","Bidens alba"
"MT-39","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-39","American Pokeweed","Caryophyllales","Phytolaccaceae","Phytolacca","americana",0.0025,"https://www.inaturalist.org/observations/349240423","Phytolacca americana"
"MT-39","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.0025,"","Serenoa repens"
"MT-39","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",1e-04,"","Emilia fosbergii"
"QW-53","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.02,"","Serenoa repens"
"QW-54","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",0.005,"","Lepidium virginicum"
"QW-55","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"QW-55","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-55","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"QW-55","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",0.0025,"","Lepidium virginicum"
"QW-55","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"QW-55","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"QW-55","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-55","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"QW-55","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"QW-55","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata",1e-04,"","Indigofera spicata"
"QW-56","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"QW-56","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",0.005,"","Calyptocarpus vialis"
"QW-56","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"QW-56","Spiny Amaranth","Caryophyllales","Amaranthaceae","Amaranthus","spinosus",0.005,"https://www.inaturalist.org/observations/349284692","Amaranthus spinosus"
"QW-56","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"QW-56","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-56","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"QW-56","Florida Hammock Sandmat","Malpighiales","Euphorbiaceae","Euphorbia","ophthalmica",1e-04,"https://www.inaturalist.org/observations/349287926","Euphorbia ophthalmica"
"HK-37","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.0075,"","Serenoa repens"
"HK-37","Shiny-leaved Wild Coffee","Gentianales","Rubiaceae","Psychotria","nervosa",1e-04,"","Psychotria nervosa"
"HK-37","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HK-37","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"HK-38","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"HS-37","Whitemouth Dayflower","Commelinales","Commelinaceae","Commelina","erecta",1e-04,"","Commelina erecta"
"HS-37","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",0.0025,"","Serenoa repens"
"HS-38","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-39","Saw Palmetto","Arecales","Arecaceae","Serenoa","repens",1e-04,"","Serenoa repens"
"LK-37","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.02,"","Bidens alba"
"LK-37","Wild Leadwort","Caryophyllales","Plumbaginaceae","Plumbago","zeylanica",1e-04,"","Plumbago zeylanica"
"LK-37","River Sage","Lamiales","Lamiaceae","Salvia","misella",1e-04,"https://www.inaturalist.org/observations/352812848","Salvia misella"
"LK-37","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"LK-37","Shaggy Portulaca","Caryophyllales","Portulacaceae","Portulaca","pilosa",1e-04,"https://www.inaturalist.org/observations/352820638","Portulaca pilosa"
"LK-37","Pigeonberry","Caryophyllales","Petiveriaceae","Rivina","humilis",1e-04,"","Rivina humilis"
"LK-38","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"LK-38","Shiny-leaved Wild Coffee","Gentianales","Rubiaceae","Psychotria","nervosa",0.005,"","Psychotria nervosa"
