"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","Insect_Status","Plant_Status","Interaction.Status.ID"
"VV-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Great Southern White","Lepidoptera","Pieridae","Ascia","monuste","","","","Vista View","May",2025,"Ascia monuste","Spermacoce verticillata","Spermacoce verticillata | Ascia monuste","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Vista View","May",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-07","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"HS-04","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Highlands Scrub","May",2025,"Eurema daira","Bidens alba","Bidens alba | Eurema daira","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","May",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Highlands Scrub","May",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-06","Gopher Apple","Malpighiales","Chrysobalanaceae","Geobalanus","oblongifolius","Hunter's Little Paper Wasp","Hymenoptera","Vespidae","Polistes","dorsalis","check id on iNat","https://www.inaturalist.org/observations/283261042","","Highlands Scrub","May",2025,"Polistes dorsalis","Geobalanus oblongifolius","Geobalanus oblongifolius | Polistes dorsalis","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Hunter's Little Paper Wasp","Hymenoptera","Vespidae","Polistes","dorsalis","check id on iNat","https://www.inaturalist.org/observations/283261042","","Highlands Scrub","May",2025,"Polistes dorsalis","Bidens alba","Bidens alba | Polistes dorsalis","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Highlands Scrub","May",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","May",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"QW-09","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","May",2025,"Anartia jatrophae","Phyla nodiflora","Phyla nodiflora | Anartia jatrophae","Disturbed Edge","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-09","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","May",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Disturbed Edge","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Hunter's Little Paper Wasp","Hymenoptera","Vespidae","Polistes","dorsalis","check id on iNat","https://www.inaturalist.org/observations/283261056","","Quiet Waters","May",2025,"Polistes dorsalis","Spermacoce verticillata","Spermacoce verticillata | Polistes dorsalis","Disturbed Edge","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Poecilanthrax lucifer","Diptera","Bombyliidae","Poecilanthrax","lucifer","","","","Quiet Waters","May",2025,"Poecilanthrax lucifer","Spermacoce verticillata","Spermacoce verticillata | Poecilanthrax lucifer","Disturbed Edge","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-09","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","May",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Disturbed Edge","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Disturbed Edge","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","May",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Disturbed Edge","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-16","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Stained-glass Moth","Lepidoptera","Crambidae","Samea","castellalis","","","","Markham","June",2025,"Samea castellalis","Spermacoce verticillata","Spermacoce verticillata | Samea castellalis","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"MK-18","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Markham","June",2025,"Nathalis iole","Richardia grandiflora","Richardia grandiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-18","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Markham","June",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Markham","June",2025,"Nathalis iole","Phyla nodiflora","Phyla nodiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-18","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","June",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Spermacoce verticillata","Spermacoce verticillata | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Bicolored Plushback","Diptera","Syrphidae","Palpada","pusilla","","https://www.inaturalist.org/observations/287154028","","Markham","June",2025,"Palpada pusilla","Spermacoce verticillata","Spermacoce verticillata | Palpada pusilla","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-20","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","June",2025,"Phyciodes phaon","Stylosanthes biflora","Stylosanthes biflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"MK-20","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Stylosanthes biflora","Stylosanthes biflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","June",2025,"Phyciodes phaon","Spermacoce verticillata","Spermacoce verticillata | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","June",2025,"Anartia jatrophae","Spermacoce verticillata","Spermacoce verticillata | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Bicolored Plushback","Diptera","Syrphidae","Palpada","pusilla","","","","Markham","June",2025,"Palpada pusilla","Phyla nodiflora","Phyla nodiflora | Palpada pusilla","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"CB-10","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","CB Smith","June",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"CB-10","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","June",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"CB-10","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","check id on iNat","https://www.inaturalist.org/observations/288817225","","CB Smith","June",2025,"Hylephila phyleus","Richardia grandiflora","Richardia grandiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-10","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","CB Smith","June",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"CB-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","June",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
